type_array,type_sort,n,time
100-4000 step=100 almost (+- 90% sort),insertionSort,4000,261653
100-4000 step=100 almost (+- 90% sort),insertionSort,4100,266878
100-4000 step=100 reverse,insertionSort,100,10367
100-4000 step=100 reverse,insertionSort,200,39719
100-4000 step=100 reverse,insertionSort,300,87936
100-4000 step=100 reverse,insertionSort,400,155411
100-4000 step=100 reverse,insertionSort,500,244431
100-4000 step=100 reverse,insertionSort,600,360701
100-4000 step=100 reverse,insertionSort,700,493119
100-4000 step=100 reverse,insertionSort,800,623415
100-4000 step=100 reverse,insertionSort,900,794004
100-4000 step=100 reverse,insertionSort,1000,907478
100-4000 step=100 reverse,insertionSort,1100,1114852
100-4000 step=100 reverse,insertionSort,1200,1389965
100-4000 step=100 reverse,insertionSort,1300,1656784
100-4000 step=100 reverse,insertionSort,1400,1768670
100-4000 step=100 reverse,insertionSort,1500,2156942
100-4000 step=100 reverse,insertionSort,1600,2442518
100-4000 step=100 reverse,insertionSort,1700,2726855
100-4000 step=100 reverse,insertionSort,1800,3085652
100-4000 step=100 reverse,insertionSort,1900,3519635
100-4000 step=100 reverse,insertionSort,2000,3743138
100-4000 step=100 reverse,insertionSort,2100,4178094
100-4000 step=100 reverse,insertionSort,2200,4654586
100-4000 step=100 reverse,insertionSort,2300,5370528
100-4000 step=100 reverse,insertionSort,2400,5775367
100-4000 step=100 reverse,insertionSort,2500,7365642
100-4000 step=100 reverse,insertionSort,2600,6496231
100-4000 step=100 reverse,insertionSort,2700,7103338
100-4000 step=100 reverse,insertionSort,2800,7865761
100-4000 step=100 reverse,insertionSort,2900,8150952
100-4000 step=100 reverse,insertionSort,3000,8903923
100-4000 step=100 reverse,insertionSort,3100,9352117
100-4000 step=100 reverse,insertionSort,3200,9739215
100-4000 step=100 reverse,insertionSort,3300,10356484
100-4000 step=100 reverse,insertionSort,3400,10926185
100-4000 step=100 reverse,insertionSort,3500,11554205
100-4000 step=100 reverse,insertionSort,3600,12882403
100-4000 step=100 reverse,insertionSort,3700,13022366
100-4000 step=100 reverse,insertionSort,3800,13840221
100-4000 step=100 reverse,insertionSort,3900,14410007
100-4000 step=100 reverse,insertionSort,4000,15323125
100-4000 step=100 reverse,insertionSort,4100,15968734
50-300 step=50 x = 0...5,insertionSortBin,50,3951
50-300 step=50 x = 0...5,insertionSortBin,100,17022
50-300 step=50 x = 0...5,insertionSortBin,150,39440
50-300 step=50 x = 0...5,insertionSortBin,200,70339
50-300 step=50 x = 0...5,insertionSortBin,250,108793
50-300 step=50 x = 0...5,insertionSortBin,300,156908
50-300 step=50 x = 0...4000,insertionSortBin,50,5496
50-300 step=50 x = 0...4000,insertionSortBin,100,19529
50-300 step=50 x = 0...4000,insertionSortBin,150,44425
50-300 step=50 x = 0...4000,insertionSortBin,200,77548
50-300 step=50 x = 0...4000,insertionSortBin,250,122710
50-300 step=50 x = 0...4000,insertionSortBin,300,181487
50-300 step=50 almost (+- 90% sort),insertionSortBin,50,667
50-300 step=50 almost (+- 90% sort),insertionSortBin,100,1523
50-300 step=50 almost (+- 90% sort),insertionSortBin,150,2549
50-300 step=50 almost (+- 90% sort),insertionSortBin,200,4156
50-300 step=50 almost (+- 90% sort),insertionSortBin,250,6350
50-300 step=50 almost (+- 90% sort),insertionSortBin,300,9395
50-300 step=50 reverse,insertionSortBin,50,10002
50-300 step=50 reverse,insertionSortBin,100,38806
50-300 step=50 reverse,insertionSortBin,150,86393
50-300 step=50 reverse,insertionSortBin,200,152549
50-300 step=50 reverse,insertionSortBin,250,240065
50-300 step=50 reverse,insertionSortBin,300,349162
100-4000 step=100 x = 0...5,insertionSortBin,100,17430
100-4000 step=100 x = 0...5,insertionSortBin,200,72086
100-4000 step=100 x = 0...5,insertionSortBin,300,156907
100-4000 step=100 x = 0...5,insertionSortBin,400,272642
100-4000 step=100 x = 0...5,insertionSortBin,500,396333
100-4000 step=100 x = 0...5,insertionSortBin,600,596411
100-4000 step=100 x = 0...5,insertionSortBin,700,808754
100-4000 step=100 x = 0...5,insertionSortBin,800,1000739
100-4000 step=100 x = 0...5,insertionSortBin,900,1350933
100-4000 step=100 x = 0...5,insertionSortBin,1000,1705827
100-4000 step=100 x = 0...5,insertionSortBin,1100,2048677
100-4000 step=100 x = 0...5,insertionSortBin,1200,2488028
100-4000 step=100 x = 0...5,insertionSortBin,1300,2899938
100-4000 step=100 x = 0...5,insertionSortBin,1400,3441605
100-4000 step=100 x = 0...5,insertionSortBin,1500,3935065
100-4000 step=100 x = 0...5,insertionSortBin,1600,4402407
100-4000 step=100 x = 0...5,insertionSortBin,1700,4962688
100-4000 step=100 x = 0...5,insertionSortBin,1800,5609280
100-4000 step=100 x = 0...5,insertionSortBin,1900,6205620
100-4000 step=100 x = 0...5,insertionSortBin,2000,6699570
100-4000 step=100 x = 0...5,insertionSortBin,2100,7400835
100-4000 step=100 x = 0...5,insertionSortBin,2200,8301372
100-4000 step=100 x = 0...5,insertionSortBin,2300,8910755
100-4000 step=100 x = 0...5,insertionSortBin,2400,9741014
100-4000 step=100 x = 0...5,insertionSortBin,2500,10832198
100-4000 step=100 x = 0...5,insertionSortBin,2600,11370221
100-4000 step=100 x = 0...5,insertionSortBin,2700,12564349
100-4000 step=100 x = 0...5,insertionSortBin,2800,13193581
100-4000 step=100 x = 0...5,insertionSortBin,2900,14040914
100-4000 step=100 x = 0...5,insertionSortBin,3000,15687220
100-4000 step=100 x = 0...5,insertionSortBin,3100,16138958
100-4000 step=100 x = 0...5,insertionSortBin,3200,17329490
100-4000 step=100 x = 0...5,insertionSortBin,3300,18316262
100-4000 step=100 x = 0...5,insertionSortBin,3400,19576838
100-4000 step=100 x = 0...5,insertionSortBin,3500,20744205
100-4000 step=100 x = 0...5,insertionSortBin,3600,21417477
100-4000 step=100 x = 0...5,insertionSortBin,3700,22738948
100-4000 step=100 x = 0...5,insertionSortBin,3800,23545297
100-4000 step=100 x = 0...5,insertionSortBin,3900,24789828
100-4000 step=100 x = 0...5,insertionSortBin,4000,26124214
100-4000 step=100 x = 0...5,insertionSortBin,4100,27503826
100-4000 step=100 x = 0...4000,insertionSortBin,100,20031
100-4000 step=100 x = 0...4000,insertionSortBin,200,79416
100-4000 step=100 x = 0...4000,insertionSortBin,300,181402
100-4000 step=100 x = 0...4000,insertionSortBin,400,318066
100-4000 step=100 x = 0...4000,insertionSortBin,500,506375
100-4000 step=100 x = 0...4000,insertionSortBin,600,704196
100-4000 step=100 x = 0...4000,insertionSortBin,700,953125
100-4000 step=100 x = 0...4000,insertionSortBin,800,1270125
100-4000 step=100 x = 0...4000,insertionSortBin,900,1573090
100-4000 step=100 x = 0...4000,insertionSortBin,1000,1944001
100-4000 step=100 x = 0...4000,insertionSortBin,1100,2353743
100-4000 step=100 x = 0...4000,insertionSortBin,1200,2842092
100-4000 step=100 x = 0...4000,insertionSortBin,1300,3301747
100-4000 step=100 x = 0...4000,insertionSortBin,1400,3862800
100-4000 step=100 x = 0...4000,insertionSortBin,1500,4381668
100-4000 step=100 x = 0...4000,insertionSortBin,1600,4926211
100-4000 step=100 x = 0...4000,insertionSortBin,1700,5663249
100-4000 step=100 x = 0...4000,insertionSortBin,1800,6709842
100-4000 step=100 x = 0...4000,insertionSortBin,1900,7212860
100-4000 step=100 x = 0...4000,insertionSortBin,2000,7971222
100-4000 step=100 x = 0...4000,insertionSortBin,2100,8736073
100-4000 step=100 x = 0...4000,insertionSortBin,2200,9643119
100-4000 step=100 x = 0...4000,insertionSortBin,2300,10437346
100-4000 step=100 x = 0...4000,insertionSortBin,2400,11293609
100-4000 step=100 x = 0...4000,insertionSortBin,2500,12285820
100-4000 step=100 x = 0...4000,insertionSortBin,2600,13117529
100-4000 step=100 x = 0...4000,insertionSortBin,2700,14340636
100-4000 step=100 x = 0...4000,insertionSortBin,2800,15206252
