type_array,type_sort,n,time
100-4000 step=100 reverse,heapSort,2200,1002370
100-4000 step=100 reverse,heapSort,2300,1077982
100-4000 step=100 reverse,heapSort,2400,1129368
100-4000 step=100 reverse,heapSort,2500,1160602
100-4000 step=100 reverse,heapSort,2600,1237774
100-4000 step=100 reverse,heapSort,2700,1304536
100-4000 step=100 reverse,heapSort,2800,1284078
100-4000 step=100 reverse,heapSort,2900,1374552
100-4000 step=100 reverse,heapSort,3000,1415630
100-4000 step=100 reverse,heapSort,3100,1502342
100-4000 step=100 reverse,heapSort,3200,1489453
100-4000 step=100 reverse,heapSort,3300,1610608
100-4000 step=100 reverse,heapSort,3400,1606749
100-4000 step=100 reverse,heapSort,3500,1721225
100-4000 step=100 reverse,heapSort,3600,1662255
100-4000 step=100 reverse,heapSort,3700,1799065
100-4000 step=100 reverse,heapSort,3800,1802133
100-4000 step=100 reverse,heapSort,3900,1913759
100-4000 step=100 reverse,heapSort,4000,2018027
100-4000 step=100 reverse,heapSort,4100,2047443
50-300 step=50 x = 0...5,shellSoortCiura,50,895
50-300 step=50 x = 0...5,shellSoortCiura,100,2197
50-300 step=50 x = 0...5,shellSoortCiura,150,5572
50-300 step=50 x = 0...5,shellSoortCiura,200,5706
50-300 step=50 x = 0...5,shellSoortCiura,250,8452
50-300 step=50 x = 0...5,shellSoortCiura,300,11756
50-300 step=50 x = 0...4000,shellSoortCiura,50,1498
50-300 step=50 x = 0...4000,shellSoortCiura,100,4509
50-300 step=50 x = 0...4000,shellSoortCiura,150,9547
50-300 step=50 x = 0...4000,shellSoortCiura,200,14871
50-300 step=50 x = 0...4000,shellSoortCiura,250,20034
50-300 step=50 x = 0...4000,shellSoortCiura,300,25458
50-300 step=50 almost (+- 90% sort),shellSoortCiura,50,878
50-300 step=50 almost (+- 90% sort),shellSoortCiura,100,2320
50-300 step=50 almost (+- 90% sort),shellSoortCiura,150,3576
50-300 step=50 almost (+- 90% sort),shellSoortCiura,200,5742
50-300 step=50 almost (+- 90% sort),shellSoortCiura,250,7986
50-300 step=50 almost (+- 90% sort),shellSoortCiura,300,10896
50-300 step=50 reverse,shellSoortCiura,50,1379
50-300 step=50 reverse,shellSoortCiura,100,3026
50-300 step=50 reverse,shellSoortCiura,150,4761
50-300 step=50 reverse,shellSoortCiura,200,7236
50-300 step=50 reverse,shellSoortCiura,250,8448
50-300 step=50 reverse,shellSoortCiura,300,10218
100-4000 step=100 x = 0...5,shellSoortCiura,100,2232
100-4000 step=100 x = 0...5,shellSoortCiura,200,5866
100-4000 step=100 x = 0...5,shellSoortCiura,300,10030
100-4000 step=100 x = 0...5,shellSoortCiura,400,15728
100-4000 step=100 x = 0...5,shellSoortCiura,500,19879
100-4000 step=100 x = 0...5,shellSoortCiura,600,26802
100-4000 step=100 x = 0...5,shellSoortCiura,700,29102
100-4000 step=100 x = 0...5,shellSoortCiura,800,36466
100-4000 step=100 x = 0...5,shellSoortCiura,900,40517
100-4000 step=100 x = 0...5,shellSoortCiura,1000,47006
100-4000 step=100 x = 0...5,shellSoortCiura,1100,52421
100-4000 step=100 x = 0...5,shellSoortCiura,1200,56997
100-4000 step=100 x = 0...5,shellSoortCiura,1300,63711
100-4000 step=100 x = 0...5,shellSoortCiura,1400,68196
100-4000 step=100 x = 0...5,shellSoortCiura,1500,73388
100-4000 step=100 x = 0...5,shellSoortCiura,1600,80398
100-4000 step=100 x = 0...5,shellSoortCiura,1700,85879
100-4000 step=100 x = 0...5,shellSoortCiura,1800,91569
100-4000 step=100 x = 0...5,shellSoortCiura,1900,92244
100-4000 step=100 x = 0...5,shellSoortCiura,2000,94548
100-4000 step=100 x = 0...5,shellSoortCiura,2100,112719
100-4000 step=100 x = 0...5,shellSoortCiura,2200,109437
100-4000 step=100 x = 0...5,shellSoortCiura,2300,114088
100-4000 step=100 x = 0...5,shellSoortCiura,2400,128763
100-4000 step=100 x = 0...5,shellSoortCiura,2500,114624
100-4000 step=100 x = 0...5,shellSoortCiura,2600,127994
100-4000 step=100 x = 0...5,shellSoortCiura,2700,134455
100-4000 step=100 x = 0...5,shellSoortCiura,2800,141599
100-4000 step=100 x = 0...5,shellSoortCiura,2900,147449
100-4000 step=100 x = 0...5,shellSoortCiura,3000,156528
100-4000 step=100 x = 0...5,shellSoortCiura,3100,165413
100-4000 step=100 x = 0...5,shellSoortCiura,3200,171408
100-4000 step=100 x = 0...5,shellSoortCiura,3300,179451
100-4000 step=100 x = 0...5,shellSoortCiura,3400,175220
100-4000 step=100 x = 0...5,shellSoortCiura,3500,226039
100-4000 step=100 x = 0...5,shellSoortCiura,3600,181945
100-4000 step=100 x = 0...5,shellSoortCiura,3700,196562
100-4000 step=100 x = 0...5,shellSoortCiura,3800,201607
100-4000 step=100 x = 0...5,shellSoortCiura,3900,213563
100-4000 step=100 x = 0...5,shellSoortCiura,4000,215016
100-4000 step=100 x = 0...5,shellSoortCiura,4100,222120
100-4000 step=100 x = 0...4000,shellSoortCiura,100,4567
100-4000 step=100 x = 0...4000,shellSoortCiura,200,15413
100-4000 step=100 x = 0...4000,shellSoortCiura,300,25461
100-4000 step=100 x = 0...4000,shellSoortCiura,400,40868
100-4000 step=100 x = 0...4000,shellSoortCiura,500,51493
100-4000 step=100 x = 0...4000,shellSoortCiura,600,65417
100-4000 step=100 x = 0...4000,shellSoortCiura,700,74929
100-4000 step=100 x = 0...4000,shellSoortCiura,800,94898
100-4000 step=100 x = 0...4000,shellSoortCiura,900,110106
100-4000 step=100 x = 0...4000,shellSoortCiura,1000,125689
100-4000 step=100 x = 0...4000,shellSoortCiura,1100,139698
100-4000 step=100 x = 0...4000,shellSoortCiura,1200,157658
100-4000 step=100 x = 0...4000,shellSoortCiura,1300,173634
100-4000 step=100 x = 0...4000,shellSoortCiura,1400,189575
100-4000 step=100 x = 0...4000,shellSoortCiura,1500,207934
100-4000 step=100 x = 0...4000,shellSoortCiura,1600,221307
100-4000 step=100 x = 0...4000,shellSoortCiura,1700,233437
100-4000 step=100 x = 0...4000,shellSoortCiura,1800,254002
100-4000 step=100 x = 0...4000,shellSoortCiura,1900,273139
100-4000 step=100 x = 0...4000,shellSoortCiura,2000,295569
100-4000 step=100 x = 0...4000,shellSoortCiura,2100,314640
100-4000 step=100 x = 0...4000,shellSoortCiura,2200,332534
100-4000 step=100 x = 0...4000,shellSoortCiura,2300,353722
100-4000 step=100 x = 0...4000,shellSoortCiura,2400,355851
100-4000 step=100 x = 0...4000,shellSoortCiura,2500,377802
100-4000 step=100 x = 0...4000,shellSoortCiura,2600,443275
100-4000 step=100 x = 0...4000,shellSoortCiura,2700,409635
100-4000 step=100 x = 0...4000,shellSoortCiura,2800,428642
100-4000 step=100 x = 0...4000,shellSoortCiura,2900,446307
100-4000 step=100 x = 0...4000,shellSoortCiura,3000,471820
100-4000 step=100 x = 0...4000,shellSoortCiura,3100,488541
100-4000 step=100 x = 0...4000,shellSoortCiura,3200,515139
100-4000 step=100 x = 0...4000,shellSoortCiura,3300,540788
100-4000 step=100 x = 0...4000,shellSoortCiura,3400,554737
100-4000 step=100 x = 0...4000,shellSoortCiura,3500,558053
100-4000 step=100 x = 0...4000,shellSoortCiura,3600,546932
100-4000 step=100 x = 0...4000,shellSoortCiura,3700,568235
100-4000 step=100 x = 0...4000,shellSoortCiura,3800,610355
100-4000 step=100 x = 0...4000,shellSoortCiura,3900,629334
100-4000 step=100 x = 0...4000,shellSoortCiura,4000,662865
100-4000 step=100 x = 0...4000,shellSoortCiura,4100,673412
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,100,2233
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,200,5644
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,300,10930
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,400,16441
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,500,28250
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,600,30905
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,700,36645
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,800,76224
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,900,56920
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1000,64705
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1100,74840
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1200,84265
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1300,93009
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1400,101217
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1500,108848
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1600,118198
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1700,129894
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1800,139880
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,1900,147945
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2000,158321
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2100,166975
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2200,184015
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2300,196875
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2400,199609
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2500,209926
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2600,211417
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2700,224150
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2800,232282
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,2900,244035
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3000,253737
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3100,265903
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3200,282124
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3300,298483
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3400,307776
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3500,312589
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3600,301475
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3700,309811
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3800,328568
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,3900,336882
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,4000,361820
100-4000 step=100 almost (+- 90% sort),shellSoortCiura,4100,369875
100-4000 step=100 reverse,shellSoortCiura,100,2967
100-4000 step=100 reverse,shellSoortCiura,200,6534
100-4000 step=100 reverse,shellSoortCiura,300,10560
100-4000 step=100 reverse,shellSoortCiura,400,13517
100-4000 step=100 reverse,shellSoortCiura,500,19232
100-4000 step=100 reverse,shellSoortCiura,600,22941
100-4000 step=100 reverse,shellSoortCiura,700,25891
100-4000 step=100 reverse,shellSoortCiura,800,43449
100-4000 step=100 reverse,shellSoortCiura,900,37326
100-4000 step=100 reverse,shellSoortCiura,1000,41001
100-4000 step=100 reverse,shellSoortCiura,1100,44715
100-4000 step=100 reverse,shellSoortCiura,1200,48708
100-4000 step=100 reverse,shellSoortCiura,1300,60242
100-4000 step=100 reverse,shellSoortCiura,1400,61238
100-4000 step=100 reverse,shellSoortCiura,1500,65389
100-4000 step=100 reverse,shellSoortCiura,1600,66596
100-4000 step=100 reverse,shellSoortCiura,1700,78379
100-4000 step=100 reverse,shellSoortCiura,1800,82969
100-4000 step=100 reverse,shellSoortCiura,1900,80710
100-4000 step=100 reverse,shellSoortCiura,2000,95011
100-4000 step=100 reverse,shellSoortCiura,2100,100417
100-4000 step=100 reverse,shellSoortCiura,2200,103992
100-4000 step=100 reverse,shellSoortCiura,2300,104762
100-4000 step=100 reverse,shellSoortCiura,2400,115565
100-4000 step=100 reverse,shellSoortCiura,2500,112276
100-4000 step=100 reverse,shellSoortCiura,2600,118138
100-4000 step=100 reverse,shellSoortCiura,2700,122622
100-4000 step=100 reverse,shellSoortCiura,2800,130343
100-4000 step=100 reverse,shellSoortCiura,2900,133359
100-4000 step=100 reverse,shellSoortCiura,3000,142767
100-4000 step=100 reverse,shellSoortCiura,3100,159461
100-4000 step=100 reverse,shellSoortCiura,3200,157498
100-4000 step=100 reverse,shellSoortCiura,3300,174566
100-4000 step=100 reverse,shellSoortCiura,3400,166954
100-4000 step=100 reverse,shellSoortCiura,3500,181824
100-4000 step=100 reverse,shellSoortCiura,3600,170248
100-4000 step=100 reverse,shellSoortCiura,3700,179498
100-4000 step=100 reverse,shellSoortCiura,3800,188069
100-4000 step=100 reverse,shellSoortCiura,3900,197647
100-4000 step=100 reverse,shellSoortCiura,4000,203032
100-4000 step=100 reverse,shellSoortCiura,4100,210396
50-300 step=50 x = 0...5,shellSoortShell,50,1123
50-300 step=50 x = 0...5,shellSoortShell,100,2941
50-300 step=50 x = 0...5,shellSoortShell,150,5168
50-300 step=50 x = 0...5,shellSoortShell,200,6469
50-300 step=50 x = 0...5,shellSoortShell,250,11573
50-300 step=50 x = 0...5,shellSoortShell,300,12884
50-300 step=50 x = 0...4000,shellSoortShell,50,1993
50-300 step=50 x = 0...4000,shellSoortShell,100,5635
50-300 step=50 x = 0...4000,shellSoortShell,150,9940
50-300 step=50 x = 0...4000,shellSoortShell,200,15519
50-300 step=50 x = 0...4000,shellSoortShell,250,23029
50-300 step=50 x = 0...4000,shellSoortShell,300,27873
50-300 step=50 almost (+- 90% sort),shellSoortShell,50,989
50-300 step=50 almost (+- 90% sort),shellSoortShell,100,2323
50-300 step=50 almost (+- 90% sort),shellSoortShell,150,4144
50-300 step=50 almost (+- 90% sort),shellSoortShell,200,5558
50-300 step=50 almost (+- 90% sort),shellSoortShell,250,8606
50-300 step=50 almost (+- 90% sort),shellSoortShell,300,11907
50-300 step=50 reverse,shellSoortShell,50,1282
50-300 step=50 reverse,shellSoortShell,100,3106
50-300 step=50 reverse,shellSoortShell,150,5246
50-300 step=50 reverse,shellSoortShell,200,7041
50-300 step=50 reverse,shellSoortShell,250,13554
50-300 step=50 reverse,shellSoortShell,300,12102
100-4000 step=100 x = 0...5,shellSoortShell,100,3114
100-4000 step=100 x = 0...5,shellSoortShell,200,6865
100-4000 step=100 x = 0...5,shellSoortShell,300,13672
100-4000 step=100 x = 0...5,shellSoortShell,400,19634
100-4000 step=100 x = 0...5,shellSoortShell,500,21211
100-4000 step=100 x = 0...5,shellSoortShell,600,31129
100-4000 step=100 x = 0...5,shellSoortShell,700,33856
100-4000 step=100 x = 0...5,shellSoortShell,800,53431
100-4000 step=100 x = 0...5,shellSoortShell,900,55903
100-4000 step=100 x = 0...5,shellSoortShell,1000,52976
100-4000 step=100 x = 0...5,shellSoortShell,1100,67834
100-4000 step=100 x = 0...5,shellSoortShell,1200,76835
100-4000 step=100 x = 0...5,shellSoortShell,1300,74998
100-4000 step=100 x = 0...5,shellSoortShell,1400,82438
100-4000 step=100 x = 0...5,shellSoortShell,1500,81739
100-4000 step=100 x = 0...5,shellSoortShell,1600,110753
100-4000 step=100 x = 0...5,shellSoortShell,1700,109295
100-4000 step=100 x = 0...5,shellSoortShell,1800,118250
100-4000 step=100 x = 0...5,shellSoortShell,1900,125026
100-4000 step=100 x = 0...5,shellSoortShell,2000,122475
100-4000 step=100 x = 0...5,shellSoortShell,2100,136213
100-4000 step=100 x = 0...5,shellSoortShell,2200,130324
100-4000 step=100 x = 0...5,shellSoortShell,2300,131372
100-4000 step=100 x = 0...5,shellSoortShell,2400,168686
100-4000 step=100 x = 0...5,shellSoortShell,2500,162053
100-4000 step=100 x = 0...5,shellSoortShell,2600,170679
100-4000 step=100 x = 0...5,shellSoortShell,2700,159115
100-4000 step=100 x = 0...5,shellSoortShell,2800,209013
100-4000 step=100 x = 0...5,shellSoortShell,2900,167819
100-4000 step=100 x = 0...5,shellSoortShell,3000,171011
100-4000 step=100 x = 0...5,shellSoortShell,3100,193637
100-4000 step=100 x = 0...5,shellSoortShell,3200,248240
100-4000 step=100 x = 0...5,shellSoortShell,3300,204505
100-4000 step=100 x = 0...5,shellSoortShell,3400,225351
100-4000 step=100 x = 0...5,shellSoortShell,3500,225632
100-4000 step=100 x = 0...5,shellSoortShell,3600,245472
100-4000 step=100 x = 0...5,shellSoortShell,3700,212590
100-4000 step=100 x = 0...5,shellSoortShell,3800,233316
100-4000 step=100 x = 0...5,shellSoortShell,3900,235132
100-4000 step=100 x = 0...5,shellSoortShell,4000,281579
100-4000 step=100 x = 0...5,shellSoortShell,4100,319561
100-4000 step=100 x = 0...4000,shellSoortShell,100,6097
100-4000 step=100 x = 0...4000,shellSoortShell,200,16666
100-4000 step=100 x = 0...4000,shellSoortShell,300,27684
100-4000 step=100 x = 0...4000,shellSoortShell,400,44557
100-4000 step=100 x = 0...4000,shellSoortShell,500,64128
100-4000 step=100 x = 0...4000,shellSoortShell,600,71558
100-4000 step=100 x = 0...4000,shellSoortShell,700,88373
100-4000 step=100 x = 0...4000,shellSoortShell,800,113730
100-4000 step=100 x = 0...4000,shellSoortShell,900,136848
100-4000 step=100 x = 0...4000,shellSoortShell,1000,143727
100-4000 step=100 x = 0...4000,shellSoortShell,1100,156147
100-4000 step=100 x = 0...4000,shellSoortShell,1200,173391
100-4000 step=100 x = 0...4000,shellSoortShell,1300,206316
100-4000 step=100 x = 0...4000,shellSoortShell,1400,222134
100-4000 step=100 x = 0...4000,shellSoortShell,1500,231605
100-4000 step=100 x = 0...4000,shellSoortShell,1600,280647
100-4000 step=100 x = 0...4000,shellSoortShell,1700,277613
100-4000 step=100 x = 0...4000,shellSoortShell,1800,314675
100-4000 step=100 x = 0...4000,shellSoortShell,1900,307375
100-4000 step=100 x = 0...4000,shellSoortShell,2000,345587
100-4000 step=100 x = 0...4000,shellSoortShell,2100,358070
100-4000 step=100 x = 0...4000,shellSoortShell,2200,355843
100-4000 step=100 x = 0...4000,shellSoortShell,2300,391624
100-4000 step=100 x = 0...4000,shellSoortShell,2400,417918
100-4000 step=100 x = 0...4000,shellSoortShell,2500,437463
100-4000 step=100 x = 0...4000,shellSoortShell,2600,469730
100-4000 step=100 x = 0...4000,shellSoortShell,2700,470614
100-4000 step=100 x = 0...4000,shellSoortShell,2800,526080
100-4000 step=100 x = 0...4000,shellSoortShell,2900,480556
100-4000 step=100 x = 0...4000,shellSoortShell,3000,515040
100-4000 step=100 x = 0...4000,shellSoortShell,3100,641688
100-4000 step=100 x = 0...4000,shellSoortShell,3200,651204
100-4000 step=100 x = 0...4000,shellSoortShell,3300,604366
100-4000 step=100 x = 0...4000,shellSoortShell,3400,606039
100-4000 step=100 x = 0...4000,shellSoortShell,3500,654746
100-4000 step=100 x = 0...4000,shellSoortShell,3600,721764
100-4000 step=100 x = 0...4000,shellSoortShell,3700,639902
100-4000 step=100 x = 0...4000,shellSoortShell,3800,677384
100-4000 step=100 x = 0...4000,shellSoortShell,3900,697887
100-4000 step=100 x = 0...4000,shellSoortShell,4000,774922
100-4000 step=100 x = 0...4000,shellSoortShell,4100,1180949
100-4000 step=100 almost (+- 90% sort),shellSoortShell,100,2412
100-4000 step=100 almost (+- 90% sort),shellSoortShell,200,6064
100-4000 step=100 almost (+- 90% sort),shellSoortShell,300,12398
100-4000 step=100 almost (+- 90% sort),shellSoortShell,400,16193
100-4000 step=100 almost (+- 90% sort),shellSoortShell,500,28163
100-4000 step=100 almost (+- 90% sort),shellSoortShell,600,35074
100-4000 step=100 almost (+- 90% sort),shellSoortShell,700,43834
100-4000 step=100 almost (+- 90% sort),shellSoortShell,800,46674
100-4000 step=100 almost (+- 90% sort),shellSoortShell,900,54606
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1000,73846
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1100,70599
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1200,88623
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1300,99858
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1400,115561
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1500,127320
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1600,115885
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1700,133516
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1800,140833
100-4000 step=100 almost (+- 90% sort),shellSoortShell,1900,168604
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2000,164223
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2100,200978
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2200,174786
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2300,196247
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2400,192565
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2500,203124
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2600,227615
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2700,234514
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2800,248535
100-4000 step=100 almost (+- 90% sort),shellSoortShell,2900,260810
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3000,267203
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3100,299733
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3200,235421
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3300,315641
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3400,318657
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3500,353296
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3600,308910
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3700,339569
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3800,362855
100-4000 step=100 almost (+- 90% sort),shellSoortShell,3900,362903
100-4000 step=100 almost (+- 90% sort),shellSoortShell,4000,379010
100-4000 step=100 almost (+- 90% sort),shellSoortShell,4100,357920
100-4000 step=100 reverse,shellSoortShell,100,3276
100-4000 step=100 reverse,shellSoortShell,200,7644
100-4000 step=100 reverse,shellSoortShell,300,12720
100-4000 step=100 reverse,shellSoortShell,400,17420
100-4000 step=100 reverse,shellSoortShell,500,23996
100-4000 step=100 reverse,shellSoortShell,600,28820
100-4000 step=100 reverse,shellSoortShell,700,38026
100-4000 step=100 reverse,shellSoortShell,800,39578
100-4000 step=100 reverse,shellSoortShell,900,48487
100-4000 step=100 reverse,shellSoortShell,1000,54494
100-4000 step=100 reverse,shellSoortShell,1100,57815
100-4000 step=100 reverse,shellSoortShell,1200,65742
100-4000 step=100 reverse,shellSoortShell,1300,72449
100-4000 step=100 reverse,shellSoortShell,1400,79781
100-4000 step=100 reverse,shellSoortShell,1500,84906
100-4000 step=100 reverse,shellSoortShell,1600,91892
100-4000 step=100 reverse,shellSoortShell,1700,95863
100-4000 step=100 reverse,shellSoortShell,1800,103288
100-4000 step=100 reverse,shellSoortShell,1900,109990
100-4000 step=100 reverse,shellSoortShell,2000,123233
100-4000 step=100 reverse,shellSoortShell,2100,121058
100-4000 step=100 reverse,shellSoortShell,2200,152739
100-4000 step=100 reverse,shellSoortShell,2300,148680
100-4000 step=100 reverse,shellSoortShell,2400,141708
100-4000 step=100 reverse,shellSoortShell,2500,154231
100-4000 step=100 reverse,shellSoortShell,2600,163628
100-4000 step=100 reverse,shellSoortShell,2700,166283
100-4000 step=100 reverse,shellSoortShell,2800,175075
100-4000 step=100 reverse,shellSoortShell,2900,168305
100-4000 step=100 reverse,shellSoortShell,3000,178241
100-4000 step=100 reverse,shellSoortShell,3100,178153
100-4000 step=100 reverse,shellSoortShell,3200,188860
100-4000 step=100 reverse,shellSoortShell,3300,223817
100-4000 step=100 reverse,shellSoortShell,3400,213820
100-4000 step=100 reverse,shellSoortShell,3500,216629
100-4000 step=100 reverse,shellSoortShell,3600,210866
100-4000 step=100 reverse,shellSoortShell,3700,223616
100-4000 step=100 reverse,shellSoortShell,3800,227944
100-4000 step=100 reverse,shellSoortShell,3900,244414
100-4000 step=100 reverse,shellSoortShell,4000,258293
100-4000 step=100 reverse,shellSoortShell,4100,249736
